[1,1,1,1,1,1, 
1,1,1,1,1,1, 
0,0,0,0,1,1,
 0,0,0,0,1,1,
 0,0,0,0,1,1,
 0,0,0,1,1,1,
 1,1,1,1,1,0,
 1,1,1,0,0,0],
//い
 [1,1,0,0,0,0,
 1,1,0,0,0,0, 
1,1,0,0,0,0,
 1,1,0,0,0,0,
 1,1,0,0,0,0,
 1,1,0,0,0,0,
 1,1,1,1,1,1,
 1,1,1,1,1,1],
//ぇ
[1,1,1,1,1,1,
 1,1,1,1,1,1,
 1,1,0,0,0,0,
 1,1,0,0,0,0,
 1,1,0,0,0,0,
 1,1,0,0,0,0,
 1,1,1,1,1,1,
 1,1,1,1,1,1],
//ぉ
[1,1,1,1,1,1,
 1,1,1,1,1,1,
 0,0,0,0,1,1,
 1,1,1,1,1,1,
 1,1,1,1,1,1,
 1,1,0,0,0,0,
 1,1,1,1,1,1,
 1,1,1,1,1,1],
//け
 [1,1,1,1,1,1,
 1,1,1,1,1,1,
 1,1,0,0,1,1,
 1,1,0,0,1,1,
 1,1,0,0,1,1,
 1,1,0,0,1,1,
 1,1,1,1,1,1,
 1,1,1,1,1,1],
//げ
 [1,1,0,0,1,1,
 1,1,0,0,1,1,
 1,1,1,1,1,1,
 1,1,1,1,1,1,
 1,1,0,0,1,1,
 1,1,0,0,1,1,
 1,1,1,1,1,1,
 1,1,1,1,1,1],
//さ
[0,0,1,1,0,0,
 0,1,1,1,1,0,
 0,1,1,1,1,0, 
1,1,1,1,1,1,
 1,1,1,1,1,1,
 1,1,0,0,1,1,
 1,1,0,0,1,1,
 1,0,0,0,0,1],
//し
[0,0,1,1,0,0,
 0,1,1,1,1,0,
 1,1,1,1,1,1,
 1,1,0,0,1,1,
 1,1,0,0,1,1,
 1,1,1,1,1,1,
 0,1,1,1,1,0,
 0,0,1,1,0,0]
